panel,object_id,object_label,block_length,observed_value,bootstrap_median,diagnostic_q025,diagnostic_q975,frequency_with_observed_sign,metric,interpretation
A_cellwise,e_DMC_CFOOT,DMC × consumption,3,0.4719169719169719,0.4963369963369963,0.4084249084249084,0.6495726495726496,,Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series.
A_cellwise,f_RMC_CFOOT,RMC × consumption,3,0.688034188034188,0.7094017094017094,0.6257478632478632,0.800976800976801,,Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series.
B_paired_contrasts,consumption_minus_territorial_cmur,Consumption − territorial | CMUR,2,-0.0079365079365079,-0.0048840048840048,-0.0806013431013431,0.083028083028083,0.5543,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,consumption_minus_territorial_dmc,Consumption − territorial | DMC,2,0.0653235653235653,0.0628815628815628,-0.0146520146520146,0.2069597069597069,0.9388,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,consumption_minus_territorial_rmc,Consumption − territorial | RMC,2,0.1514041514041515,0.155067155067155,0.0787545787545788,0.2521367521367521,0.9991,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,dmc_minus_cmur_consumption,DMC − CMUR | consumption,2,0.3876678876678877,0.3894993894993894,0.2704517704517704,0.5512820512820513,1.0,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,dmc_minus_cmur_territorial,DMC − CMUR | territorial,2,0.3144078144078144,0.3192918192918192,0.1611721611721612,0.4761904761904762,1.0,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,rmc_minus_cmur_consumption,RMC − CMUR | consumption,2,0.6037851037851037,0.6025641025641026,0.4804639804639805,0.7271214896214894,1.0,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,rmc_minus_cmur_territorial,RMC − CMUR | territorial,2,0.4444444444444443,0.4389499389499389,0.3211233211233211,0.5806013431013429,1.0,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,rmc_minus_dmc_consumption,RMC − DMC | consumption,2,0.216117216117216,0.2155067155067155,0.0903540903540903,0.28998778998779,0.9991,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,rmc_minus_dmc_territorial,RMC − DMC | territorial,2,0.1300366300366299,0.1288156288156288,-0.0189255189255189,0.238721001221001,0.9592,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,consumption_minus_territorial_cmur,Consumption − territorial | CMUR,3,-0.0079365079365079,-0.003052503052503,-0.0781440781440781,0.0909645909645909,0.5314,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,consumption_minus_territorial_dmc,Consumption − territorial | DMC,3,0.0653235653235653,0.0659340659340659,-0.0158730158730158,0.2124542124542124,0.9426,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,consumption_minus_territorial_rmc,Consumption − territorial | RMC,3,0.1514041514041515,0.1556776556776556,0.0744810744810745,0.2557997557997558,0.9983,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,dmc_minus_cmur_consumption,DMC − CMUR | consumption,3,0.3876678876678877,0.3956043956043956,0.2759462759462759,0.5451770451770452,1.0,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,dmc_minus_cmur_territorial,DMC − CMUR | territorial,3,0.3144078144078144,0.3199023199023199,0.1721459096459096,0.4798534798534798,1.0,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,rmc_minus_cmur_consumption,RMC − CMUR | consumption,3,0.6037851037851037,0.6043956043956044,0.4877899877899878,0.7203907203907204,1.0,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,rmc_minus_cmur_territorial,RMC − CMUR | territorial,3,0.4444444444444443,0.4426129426129426,0.3235653235653236,0.5708180708180708,1.0,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,rmc_minus_dmc_consumption,RMC − DMC | consumption,3,0.216117216117216,0.2148962148962149,0.0757020757020757,0.2881715506715505,0.9989,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
B_paired_contrasts,rmc_minus_dmc_territorial,RMC − DMC | territorial,3,0.1300366300366299,0.1318681318681319,-0.0378510378510378,0.2393315018315016,0.9462,Difference in Spearman rho,These diagnostics perturb the temporal residual structure conditional on the disseminated series and fitted trend specification; they do not propagate uncertainty from the upstream statistical-production models used to construct model-assisted footprint series. Paired contrasts use the two cells from the same bootstrap draw.
